gameID,season,date,homeGoals,awayGoals,homeGoalsHalfTime,awayGoalsHalfTime
187,2015,2015-10-31 19:00:00,2,3,1,0
188,2015,2015-11-01 17:30:00,6,2,2,1
189,2015,2015-11-01 20:00:00,2,0,2,0
190,2015,2015-11-03 00:00:00,3,1,2,0
191,2015,2015-11-07 16:45:00,0,1,0,1
192,2015,2015-11-07 19:00:00,2,1,0,0
193,2015,2015-11-07 19:00:00,2,0,0,0
194,2015,2015-11-07 19:00:00,1,0,0,0
195,2015,2015-11-07 19:00:00,1,1,1,1
196,2015,2015-11-07 19:00:00,0,1,0,0
197,2015,2015-11-07 21:30:00,1,0,0,0
198,2015,2015-11-08 17:30:00,0,0,0,0
199,2015,2015-11-08 20:00:00,1,1,0,1
200,2015,2015-11-08 20:00:00,1,2,1,1
201,2015,2015-11-21 16:45:00,1,2,0,1
202,2015,2015-11-21 19:00:00,2,2,2,2
203,2015,2015-11-21 19:00:00,0,1,0,1
204,2015,2015-11-21 19:00:00,2,1,2,1
205,2015,2015-11-21 19:00:00,0,3,0,1
206,2015,2015-11-21 19:00:00,4,0,3,0
207,2015,2015-11-21 19:00:00,1,0,0,0
208,2015,2015-11-21 21:30:00,1,4,1,3
209,2015,2015-11-22 20:00:00,4,1,2,0
210,2015,2015-11-24 00:00:00,0,1,0,0
211,2015,2015-11-28 19:00:00,2,0,0,0
212,2015,2015-11-28 19:00:00,2,3,1,1
213,2015,2015-11-28 19:00:00,3,3,0,2
214,2015,2015-11-28 19:00:00,5,1,3,1
215,2015,2015-11-28 19:00:00,3,1,2,0
216,2015,2015-11-28 21:30:00,1,1,1,1
217,2015,2015-11-29 16:00:00,0,0,0,0
218,2015,2015-11-29 18:05:00,1,1,1,0
219,2015,2015-11-29 20:15:00,1,0,0,0
220,2015,2015-11-29 20:15:00,1,1,1,1
221,2015,2015-12-05 16:45:00,2,0,2,0
222,2015,2015-12-05 19:00:00,0,3,0,2
223,2015,2015-12-05 19:00:00,2,0,1,0
224,2015,2015-12-05 19:00:00,1,1,1,1
225,2015,2015-12-05 19:00:00,3,1,1,1
226,2015,2015-12-05 19:00:00,0,0,0,0
227,2015,2015-12-05 19:00:00,1,1,0,1
228,2015,2015-12-05 21:30:00,0,1,0,0
229,2015,2015-12-06 20:00:00,2,0,0,0
230,2015,2015-12-08 00:00:00,1,1,0,0
231,2015,2015-12-12 16:45:00,1,1,0,1
232,2015,2015-12-12 19:00:00,2,1,1,0
233,2015,2015-12-12 19:00:00,0,1,0,1
234,2015,2015-12-12 19:00:00,1,0,1,0
235,2015,2015-12-12 19:00:00,0,0,0,0
236,2015,2015-12-12 21:30:00,2,1,1,1
237,2015,2015-12-13 17:30:00,0,2,0,2
238,2015,2015-12-13 20:00:00,2,2,1,1
239,2015,2015-12-13 20:00:00,1,2,1,0
240,2015,2015-12-15 00:00:00,2,1,1,0
241,2015,2015-12-19 19:00:00,1,2,0,0
242,2015,2015-12-19 19:00:00,0,2,0,2
243,2015,2015-12-19 19:00:00,1,2,0,1
244,2015,2015-12-19 19:00:00,3,1,2,0
245,2015,2015-12-19 19:00:00,2,3,1,1
246,2015,2015-12-19 19:00:00,1,2,0,1
247,2015,2015-12-19 21:30:00,1,1,1,0
248,2015,2015-12-20 17:30:00,3,0,2,0
249,2015,2015-12-20 20:00:00,0,0,0,0
250,2015,2015-12-22 00:00:00,2,1,2,0
251,2015,2015-12-26 16:45:00,2,0,2,0
252,2015,2015-12-26 19:00:00,1,0,1,0
253,2015,2015-12-26 19:00:00,3,0,2,0
254,2015,2015-12-26 19:00:00,1,1,0,1
255,2015,2015-12-26 19:00:00,0,0,0,0
256,2015,2015-12-26 19:00:00,2,2,1,1
257,2015,2015-12-26 19:00:00,1,0,0,0
258,2015,2015-12-26 19:00:00,4,1,3,0
259,2015,2015-12-26 21:30:00,0,1,0,0
260,2015,2015-12-26 23:45:00,4,0,1,0
261,2015,2015-12-28 19:00:00,1,0,0,0
262,2015,2015-12-28 19:00:00,1,2,1,1
263,2015,2015-12-28 19:00:00,2,0,1,0
264,2015,2015-12-28 19:00:00,0,0,0,0
265,2015,2015-12-28 19:00:00,3,4,1,2
266,2015,2015-12-28 21:30:00,2,0,1,0
267,2015,2015-12-28 21:30:00,0,0,0,0
268,2015,2015-12-28 21:30:00,2,1,0,1
269,2015,2015-12-29 23:45:00,0,0,0,0
270,2015,2015-12-30 23:45:00,0,1,0,0
271,2015,2016-01-02 16:45:00,2,0,1,0
272,2015,2016-01-02 19:00:00,2,1,0,0
273,2015,2016-01-02 19:00:00,1,0,0,0
274,2015,2016-01-02 19:00:00,0,0,0,0
275,2015,2016-01-02 19:00:00,2,1,0,0
276,2015,2016-01-02 19:00:00,1,0,0,0
277,2015,2016-01-02 19:00:00,3,1,1,0
278,2015,2016-01-02 21:30:00,1,2,0,0
279,2015,2016-01-03 17:30:00,0,3,0,1
280,2015,2016-01-03 20:00:00,1,1,1,1
281,2015,2016-01-12 23:45:00,3,3,1,2
282,2015,2016-01-12 23:45:00,1,0,0,0
283,2015,2016-01-12 23:45:00,1,3,1,0
284,2015,2016-01-13 23:45:00,2,0,1,0
285,2015,2016-01-13 23:45:00,3,1,0,0
286,2015,2016-01-13 23:45:00,2,4,2,1
287,2015,2016-01-13 23:45:00,2,2,1,1
288,2015,2016-01-13 23:45:00,0,0,0,0
289,2015,2016-01-14 00:00:00,3,3,2,2
290,2015,2016-01-14 00:00:00,0,1,0,0
291,2015,2016-01-16 16:45:00,4,1,1,1
292,2015,2016-01-16 19:00:00,4,0,2,0
293,2015,2016-01-16 19:00:00,2,1,2,0
294,2015,2016-01-16 19:00:00,3,0,2,0
295,2015,2016-01-16 19:00:00,3,3,0,0
296,2015,2016-01-16 19:00:00,3,0,1,0
297,2015,2016-01-16 21:30:00,1,1,0,1
298,2015,2016-01-17 18:05:00,0,1,0,0
299,2015,2016-01-17 20:15:00,0,0,0,0
300,2015,2016-01-19 00:00:00,1,0,1,0
301,2015,2016-01-23 16:45:00,4,5,2,1
302,2015,2016-01-23 19:00:00,1,3,1,0
303,2015,2016-01-23 19:00:00,0,1,0,0
304,2015,2016-01-23 19:00:00,3,0,1,0
305,2015,2016-01-23 19:00:00,0,0,0,0
306,2015,2016-01-23 19:00:00,1,1,1,1
307,2015,2016-01-23 19:00:00,2,1,0,0
308,2015,2016-01-23 21:30:00,2,2,1,1
309,2015,2016-01-24 17:30:00,1,2,1,2
310,2015,2016-01-24 20:00:00,0,1,0,1
311,2015,2016-02-02 23:45:00,0,0,0,0
312,2015,2016-02-02 23:45:00,2,0,0,0
313,2015,2016-02-02 23:45:00,0,3,0,2
314,2015,2016-02-02 23:45:00,0,1,0,1
315,2015,2016-02-02 23:45:00,2,0,0,0
316,2015,2016-02-03 00:00:00,1,2,1,1
317,2015,2016-02-03 00:00:00,3,0,2,0
318,2015,2016-02-03 00:00:00,1,1,0,0
319,2015,2016-02-03 23:45:00,3,0,1,0
320,2015,2016-02-03 23:45:00,0,0,0,0
321,2015,2016-02-06 16:45:00,1,3,0,1
322,2015,2016-02-06 19:00:00,1,0,1,0
323,2015,2016-02-06 19:00:00,0,3,0,3
324,2015,2016-02-06 19:00:00,1,0,0,0
325,2015,2016-02-06 19:00:00,1,1,1,0
326,2015,2016-02-06 19:00:00,2,0,1,0
327,2015,2016-02-06 19:00:00,2,2,0,0
328,2015,2016-02-06 21:30:00,1,0,1,0
329,2015,2016-02-07 17:30:00,0,2,0,2
330,2015,2016-02-07 20:00:00,1,1,0,0
331,2015,2016-02-13 16:45:00,2,1,1,1
332,2015,2016-02-13 19:00:00,0,1,0,0
333,2015,2016-02-13 19:00:00,2,2,0,0
334,2015,2016-02-13 19:00:00,0,1,0,1
335,2015,2016-02-13 19:00:00,1,2,1,1
336,2015,2016-02-13 19:00:00,1,3,0,1
337,2015,2016-02-13 21:30:00,5,1,3,0
338,2015,2016-02-14 16:00:00,2,1,0,1
339,2015,2016-02-14 18:05:00,0,6,0,2
340,2015,2016-02-14 20:15:00,1,2,0,0
341,2015,2016-02-27 16:45:00,1,0,1,0
342,2015,2016-02-27 19:00:00,0,0,0,0
343,2015,2016-02-27 19:00:00,1,0,0,0
344,2015,2016-02-27 19:00:00,1,2,1,0
345,2015,2016-02-27 19:00:00,2,1,0,0
346,2015,2016-02-27 21:30:00,3,2,3,0
347,2015,2016-02-28 18:05:00,2,1,0,1
348,2015,2016-02-28 18:05:00,3,2,2,1
349,2015,2016-03-01 23:45:00,1,3,0,2
350,2015,2016-03-01 23:45:00,2,0,1,0
351,2015,2016-03-01 23:45:00,2,2,2,1
352,2015,2016-03-01 23:45:00,2,2,1,0
353,2015,2016-03-01 23:45:00,1,2,0,2
354,2015,2016-03-02 23:45:00,1,0,1,0
355,2015,2016-03-02 23:45:00,1,2,1,1
356,2015,2016-03-02 23:45:00,1,0,0,0
357,2015,2016-03-03 00:00:00,3,0,2,0
358,2015,2016-03-03 00:00:00,1,0,0,0
359,2015,2016-03-05 16:45:00,2,2,0,1
360,2015,2016-03-05 19:00:00,1,1,0,0
361,2015,2016-03-05 19:00:00,1,0,0,0
362,2015,2016-03-05 19:00:00,1,1,1,0
363,2015,2016-03-05 19:00:00,2,3,1,0
364,2015,2016-03-05 19:00:00,4,0,0,0
365,2015,2016-03-05 19:00:00,1,3,0,1
366,2015,2016-03-05 21:30:00,0,1,0,0
367,2015,2016-03-06 17:30:00,1,2,0,0
368,2015,2016-03-06 20:00:00,1,0,0,0
369,2015,2016-03-12 16:45:00,0,0,0,0
370,2015,2016-03-12 19:00:00,1,2,0,2
371,2015,2016-03-12 19:00:00,3,2,1,1
372,2015,2016-03-13 20:00:00,0,2,0,1
373,2015,2016-03-14 00:00:00,1,0,1,0
374,2015,2016-03-19 16:45:00,0,2,0,2
375,2015,2016-03-19 19:00:00,0,1,0,1
376,2015,2016-03-19 19:00:00,2,2,1,1
377,2015,2016-03-19 19:00:00,1,2,0,1
378,2015,2016-03-19 19:00:00,0,1,0,0
379,2015,2016-03-19 21:30:00,1,0,0,0
380,2015,2016-03-20 17:30:00,3,2,0,2
381,2015,2016-03-20 17:30:00,1,1,0,1
382,2015,2016-03-20 20:00:00,0,1,0,1
383,2015,2016-03-20 20:00:00,3,0,2,0
384,2015,2016-04-02 15:45:00,0,4,0,2
385,2015,2016-04-02 18:00:00,4,0,2,0
386,2015,2016-04-02 18:00:00,0,4,0,3
387,2015,2016-04-02 18:00:00,3,2,1,0
388,2015,2016-04-02 18:00:00,2,2,1,0
389,2015,2016-04-02 18:00:00,0,0,0,0
390,2015,2016-04-02 18:00:00,2,2,2,1
391,2015,2016-04-02 20:30:00,1,1,0,0
392,2015,2016-04-03 16:30:00,1,0,1,0
393,2015,2016-04-03 19:00:00,1,0,0,0
394,2015,2016-04-09 15:45:00,3,3,2,2
395,2015,2016-04-09 18:00:00,1,1,1,1
396,2015,2016-04-09 18:00:00,3,1,2,0
397,2015,2016-04-09 18:00:00,1,0,1,0
398,2015,2016-04-09 18:00:00,1,2,0,1
399,2015,2016-04-09 18:00:00,1,0,0,0
400,2015,2016-04-09 20:30:00,2,1,1,1
401,2015,2016-04-10 16:30:00,0,2,0,0
402,2015,2016-04-10 19:00:00,3,0,0,0
403,2015,2016-04-10 19:00:00,4,1,2,1
404,2015,2016-04-13 23:00:00,0,0,0,0
405,2015,2016-04-16 15:45:00,0,3,0,1
406,2015,2016-04-16 18:00:00,1,0,1,0
407,2015,2016-04-16 18:00:00,1,1,0,0
408,2015,2016-04-16 18:00:00,3,0,1,0
409,2015,2016-04-16 18:00:00,0,1,0,1
410,2015,2016-04-16 20:30:00,0,3,0,1
411,2015,2016-04-17 16:30:00,2,2,1,0
412,2015,2016-04-17 16:30:00,1,2,0,2
413,2015,2016-04-17 19:00:00,1,1,1,0
414,2015,2016-04-18 23:00:00,0,4,0,1
415,2015,2016-04-19 22:45:00,1,1,1,1
416,2015,2016-04-20 22:45:00,3,1,2,0
417,2015,2016-04-20 23:00:00,2,0,1,0
418,2015,2016-04-20 23:00:00,4,0,2,0
419,2015,2016-04-21 22:45:00,2,0,2,0
420,2015,2016-04-23 15:45:00,4,0,2,0
421,2015,2016-04-23 18:00:00,2,4,1,2
422,2015,2016-04-23 18:00:00,1,4,1,2
423,2015,2016-04-23 18:00:00,2,2,2,0
424,2015,2016-04-24 17:05:00,0,0,0,0
425,2015,2016-04-24 19:15:00,4,0,2,0
426,2015,2016-04-25 23:00:00,1,1,1,0
427,2015,2016-04-30 18:00:00,1,1,0,0
428,2015,2016-04-30 18:00:00,1,0,0,0
429,2015,2016-04-30 18:00:00,2,1,1,1
430,2015,2016-04-30 18:00:00,3,2,1,1
431,2015,2016-04-30 18:00:00,0,3,0,2
432,2015,2016-04-30 20:30:00,1,0,0,0
433,2015,2016-05-01 15:00:00,3,1,2,0
434,2015,2016-05-01 17:05:00,1,1,1,1
435,2015,2016-05-01 19:30:00,4,2,2,1
436,2015,2016-05-02 23:00:00,2,2,0,2
437,2015,2016-05-07 15:45:00,0,1,0,0
438,2015,2016-05-07 18:00:00,2,1,0,1
439,2015,2016-05-07 18:00:00,1,4,0,2
440,2015,2016-05-07 18:00:00,0,0,0,0
441,2015,2016-05-07 18:00:00,1,1,0,1
442,2015,2016-05-07 18:00:00,3,2,1,2
443,2015,2016-05-07 20:30:00,3,1,2,0
444,2015,2016-05-08 16:30:00,1,2,1,1
445,2015,2016-05-08 19:00:00,2,0,1,0
446,2015,2016-05-08 19:00:00,2,2,1,1
447,2015,2016-05-10 23:30:00,3,2,1,0
448,2015,2016-05-11 22:45:00,4,2,3,1
449,2015,2016-05-11 22:45:00,3,0,2,0
450,2015,2016-05-11 23:00:00,1,1,0,1
451,2015,2016-05-15 18:00:00,4,0,1,0
452,2015,2016-05-15 18:00:00,1,1,0,0
453,2015,2016-05-15 18:00:00,3,0,2,0
454,2015,2016-05-15 18:00:00,5,1,2,0
455,2015,2016-05-15 18:00:00,4,1,1,0
456,2015,2016-05-15 18:00:00,2,1,0,1
457,2015,2016-05-15 18:00:00,1,1,1,1
458,2015,2016-05-15 18:00:00,2,2,0,1
459,2015,2016-05-15 18:00:00,1,1,1,1
460,2015,2016-05-17 23:00:00,3,1,1,0
461,2016,2016-08-13 15:30:00,2,1,1,0
462,2016,2016-08-13 18:00:00,0,1,0,0
463,2016,2016-08-13 18:00:00,1,1,1,0
464,2016,2016-08-13 18:00:00,0,1,0,0
465,2016,2016-08-13 18:00:00,1,1,1,0
466,2016,2016-08-13 18:00:00,1,1,0,1
467,2016,2016-08-13 20:30:00,2,1,1,0
468,2016,2016-08-14 16:30:00,1,3,0,1
469,2016,2016-08-14 19:00:00,3,4,1,1
470,2016,2016-08-15 23:00:00,2,1,0,0
471,2016,2016-08-19 23:00:00,2,0,1,0
472,2016,2016-08-20 15:30:00,1,4,0,2
473,2016,2016-08-20 18:00:00,2,0,2,0
474,2016,2016-08-20 18:00:00,0,2,0,0
475,2016,2016-08-20 18:00:00,1,0,0,0
476,2016,2016-08-20 18:00:00,1,2,0,0
477,2016,2016-08-20 18:00:00,1,2,1,1
478,2016,2016-08-20 20:30:00,0,0,0,0
479,2016,2016-08-21 16:30:00,1,2,0,2
480,2016,2016-08-21 19:00:00,1,0,0,0
481,2016,2016-08-27 15:30:00,1,1,0,1
482,2016,2016-08-27 18:00:00,1,3,0,3
483,2016,2016-08-27 18:00:00,2,1,1,0
484,2016,2016-08-27 18:00:00,1,1,0,0
485,2016,2016-08-27 18:00:00,3,0,2,0
486,2016,2016-08-27 18:00:00,1,1,0,1
487,2016,2016-08-27 18:00:00,1,0,0,0
488,2016,2016-08-27 20:30:00,0,1,0,0
489,2016,2016-08-28 16:30:00,0,0,0,0
490,2016,2016-08-28 19:00:00,3,1,2,0
491,2016,2016-09-10 15:30:00,1,2,1,2
492,2016,2016-09-10 18:00:00,1,2,1,1
493,2016,2016-09-10 18:00:00,0,4,0,1
494,2016,2016-09-10 18:00:00,2,1,1,1
495,2016,2016-09-10 18:00:00,1,0,0,0
496,2016,2016-09-10 18:00:00,1,1,0,0
497,2016,2016-09-10 18:00:00,2,4,2,2
498,2016,2016-09-10 20:30:00,4,1,2,1
499,2016,2016-09-11 19:00:00,2,2,0,1
500,2016,2016-09-12 23:00:00,0,3,0,0
501,2016,2016-09-16 23:00:00,1,2,0,2
502,2016,2016-09-17 18:00:00,1,4,0,1
503,2016,2016-09-17 18:00:00,3,0,1,0
504,2016,2016-09-17 18:00:00,4,0,2,0
505,2016,2016-09-17 18:00:00,4,2,3,0
506,2016,2016-09-17 20:30:00,3,1,3,1
507,2016,2016-09-18 15:00:00,3,1,1,0
508,2016,2016-09-18 17:15:00,4,1,2,0
509,2016,2016-09-18 17:15:00,1,0,0,0
510,2016,2016-09-18 19:30:00,1,0,0,0
511,2016,2016-09-24 15:30:00,4,1,4,0
512,2016,2016-09-24 18:00:00,1,2,0,2
513,2016,2016-09-24 18:00:00,1,1,0,0
514,2016,2016-09-24 18:00:00,2,3,1,0
515,2016,2016-09-24 15:00:00,1,3,1,1
516,2016,2016-09-24 18:00:00,5,1,3,0
517,2016,2016-09-24 18:00:00,1,0,1,0
518,2016,2016-09-24 20:30:00,3,0,3,0
519,2016,2016-09-25 19:00:00,0,3,0,1
520,2016,2016-09-26 23:00:00,2,0,1,0
521,2016,2016-09-30 23:00:00,1,1,1,0
522,2016,2016-10-01 15:30:00,1,2,1,0
523,2016,2016-10-01 18:00:00,1,1,0,1
524,2016,2016-10-01 18:00:00,0,2,0,0
525,2016,2016-10-01 18:00:00,2,2,0,1
526,2016,2016-10-01 18:00:00,1,1,0,0
527,2016,2016-10-02 15:00:00,1,1,0,0
528,2016,2016-10-02 17:15:00,0,0,0,0
529,2016,2016-10-02 17:15:00,2,0,2,0
530,2016,2016-10-02 19:30:00,0,1,0,0
531,2016,2016-10-15 15:30:00,3,0,2,0
532,2016,2016-10-15 18:00:00,3,2,2,1
533,2016,2016-10-15 18:00:00,6,1,3,1
534,2016,2016-10-15 18:00:00,1,1,0,0
535,2016,2016-10-15 18:00:00,2,0,2,0
536,2016,2016-10-15 18:00:00,1,1,0,0
537,2016,2016-10-15 20:30:00,0,1,0,1
538,2016,2016-10-16 16:30:00,0,1,0,0
539,2016,2016-10-16 19:00:00,3,1,0,0
540,2016,2016-10-17 23:00:00,0,0,0,0
541,2016,2016-10-22 15:30:00,0,0,0,0
542,2016,2016-10-22 18:00:00,1,0,0,0
543,2016,2016-10-22 18:00:00,0,0,0,0
544,2016,2016-10-22 18:00:00,3,1,1,0
545,2016,2016-10-22 18:00:00,0,2,0,1
546,2016,2016-10-22 18:00:00,2,1,1,0
547,2016,2016-10-22 18:00:00,0,0,0,0
548,2016,2016-10-22 20:30:00,2,1,2,0
549,2016,2016-10-23 16:30:00,1,1,0,1
550,2016,2016-10-23 19:00:00,4,0,2,0
551,2015,2015-08-22 20:00:00,1,1,0,0
552,2015,2015-08-22 22:45:00,2,1,2,1
553,2015,2015-08-23 20:00:00,0,1,0,0
554,2015,2015-08-23 22:45:00,1,0,0,0
555,2015,2015-08-23 22:45:00,5,2,5,1
556,2015,2015-08-23 22:45:00,2,1,1,1
557,2015,2015-08-23 22:45:00,1,0,0,0
558,2015,2015-08-23 22:45:00,1,3,1,0
559,2015,2015-08-23 22:45:00,2,0,1,0
560,2015,2015-08-23 22:45:00,1,2,1,0
561,2015,2015-08-29 20:00:00,0,1,0,0
562,2015,2015-08-29 22:45:00,2,1,1,1
563,2015,2015-08-30 20:00:00,2,1,0,0
564,2015,2015-08-30 22:45:00,3,1,0,1
565,2015,2015-08-30 22:45:00,0,1,0,1
566,2015,2015-08-30 22:45:00,2,2,2,0
567,2015,2015-08-30 22:45:00,1,2,0,1
568,2015,2015-08-30 22:45:00,4,0,3,0
569,2015,2015-08-30 22:45:00,2,0,0,0
570,2015,2015-08-30 22:45:00,2,0,1,0
571,2015,2015-09-12 20:00:00,1,0,0,0
572,2015,2015-09-12 20:00:00,0,2,0,1
573,2015,2015-09-12 22:45:00,1,1,0,1
574,2015,2015-09-13 14:30:00,2,2,0,0
575,2015,2015-09-13 17:00:00,2,2,1,1
576,2015,2015-09-13 17:00:00,2,2,2,2
577,2015,2015-09-13 17:00:00,2,2,2,1
578,2015,2015-09-13 20:00:00,2,0,0,0
579,2015,2015-09-13 22:45:00,1,0,0,0
580,2015,2015-09-14 22:45:00,2,0,0,0
581,2015,2015-09-19 20:00:00,1,2,1,0
582,2015,2015-09-19 22:45:00,3,2,2,1
583,2015,2015-09-20 14:30:00,0,1,0,1
584,2015,2015-09-20 17:00:00,0,2,0,1
585,2015,2015-09-20 17:00:00,2,2,1,2
586,2015,2015-09-20 17:00:00,2,0,2,0
587,2015,2015-09-20 17:00:00,1,1,0,0
588,2015,2015-09-20 17:00:00,1,0,1,0
589,2015,2015-09-20 20:00:00,0,1,0,1
590,2015,2015-09-20 22:45:00,5,0,2,0
591,2015,2015-09-22 22:45:00,2,3,0,3
592,2015,2015-09-23 22:45:00,2,0,1,0
593,2015,2015-09-23 22:45:00,0,1,0,1
594,2015,2015-09-23 22:45:00,2,1,0,0
595,2015,2015-09-23 22:45:00,0,0,0,0
596,2015,2015-09-23 22:45:00,1,0,0,0
597,2015,2015-09-23 22:45:00,2,0,0,0
598,2015,2015-09-23 22:45:00,1,0,0,0
599,2015,2015-09-23 22:45:00,1,1,0,0
600,2015,2015-09-24 22:45:00,0,1,0,1
601,2015,2015-09-26 20:00:00,5,1,3,1
602,2015,2015-09-26 22:45:00,2,1,1,0
603,2015,2015-09-27 14:30:00,1,0,1,0
604,2015,2015-09-27 17:00:00,1,2,1,0
605,2015,2015-09-27 17:00:00,1,1,1,1
606,2015,2015-09-27 17:00:00,2,1,1,0
607,2015,2015-09-27 17:00:00,1,2,1,0
608,2015,2015-09-27 22:45:00,1,4,0,3
609,2015,2015-09-28 21:00:00,2,0,0,0
610,2015,2015-09-28 23:00:00,2,1,1,0
611,2015,2015-10-03 20:00:00,2,1,0,0
612,2015,2015-10-03 22:45:00,1,1,0,0
613,2015,2015-10-04 14:30:00,1,0,0,0
